Y,X,gwid,statename,from,to,group,groupid,gwgroupid,umbrella,sqkm,type
,,365,Russia,1946,1991,Gagauz,51000,36551000,,1048,Regionally based
,,365,Russia,1946,1991,Pamir Tajiks,63000,36563000,,975,Regionally based
,,471,Cameroon,1962,2013,Northwestern Anglophones (Grassfielders),5000,47105000,,18769,Regionally based
,,475,Nigeria,1960,2013,Hausa-Fulani and Muslim Middle Belt,1000,47501000,,404003,Regional & urban
,,365,Russia,1957,2013,Chechens,16000,36516000,,10994,Regional & urban
,,500,Uganda,1974,1979,"Far North-West Nilers (Madi, Lugbara, Alur)",9111,50009111,50009110,15742,Regionally based
,,365,Russia,1957,2013,Karachai,54000,36554000,,9522,Regionally based
,,365,Russia,1957,2013,Balkars,43000,36543000,,5242,Regionally based
,,365,Russia,1992,2013,Ossetes,27000,36527000,,6428,Regionally based
,,365,Russia,1992,2013,Lezgins,35000,36535000,,3660,Regionally based
,,366,Estonia,1991,2013,Russians,2000,36602000,,,Urban
,,366,Estonia,1991,2013,Ukrainians,3000,36603000,,,Urban
,,366,Estonia,1991,2013,Byelorussians,4000,36604000,,,Urban
,,366,Estonia,1991,2013,Estonians,1000,36601000,,43937,Regional & urban
,,367,Latvia,1991,2013,Russians,2000,36702000,,,Urban
,,367,Latvia,1991,2013,Ukrainians,4000,36704000,,,Urban
,,367,Latvia,1991,2013,Latvians,1000,36701000,,61124,Regional & urban
,,367,Latvia,1991,2013,Byelorussians,3000,36703000,,821,Regionally based
,,368,Lithuania,1991,2013,Russians,3000,36803000,,,Urban
,,368,Lithuania,1991,2013,Lithuanians,1000,36801000,,59289,Regional & urban
,,483,Chad,1973,2013,Toubou,6000,48306000,,520453,Regionally based
,,368,Lithuania,1991,2013,Poles,2000,36802000,,7766,Regional & urban
,,369,Ukraine,1991,2013,Ukrainians,1000,36901000,,562459,Regional & urban
,,369,Ukraine,1991,2013,Russians,2000,36902000,,132647,Regional & urban
,,370,Belarus,1991,2013,Poles,3000,37003000,,28127,Regional & urban
,,371,Armenia,1991,2013,Russians,3000,37103000,,,Urban
,,371,Armenia,1991,2013,Armenians,1000,37101000,,23402,Regional & urban
,,369,Ukraine,1991,2013,Crimean Tatars,5000,36905000,,25560,Regionally based
,,369,Ukraine,1991,2013,Romanians/Moldovans,3000,36903000,,9005,Regionally based
,,500,Uganda,1974,1979,Kakwa-Nubian,9112,50009112,50009110,2293,Regionally based
,,370,Belarus,1991,2013,Byelorussians,1000,37001000,,206853,Statewide
,,370,Belarus,1991,2013,Russians,2000,37002000,,206853,Regional & urban
,,371,Armenia,1991,2013,Kurds,2000,37102000,,468,Regional & urban
,,372,Georgia,1991,2008,Georgians,1000,37201000,,51345,Regional & urban
,,373,Azerbaijan,1991,2013,Armenians,4000,37304000,,4057,Regionally based
,,373,Azerbaijan,1991,2013,Lezgins,2000,37302000,,3820,Regional & urban
,,375,Finland,1946,2013,Finns,1000,37501000,,320144,Regional & urban
,,372,Georgia,1991,2013,Abkhazians,7000,37207000,,5507,Regionally based
,,372,Georgia,1991,2013,Ossetians (South),6000,37206000,,5154,Regionally based
,,372,Georgia,1991,2013,Armenians,2000,37202000,,3742,Regional & urban
,,432,Mali,1960,2013,"Blacks (Mande, Peul, Voltaic etc.)",1000,43201000,,470278,Regional & urban
,,372,Georgia,1991,2013,Azeri,5000,37205000,,3133,Regional & urban
,,372,Georgia,2009,2013,Georgians,1000,37201000,,50936,Regional & urban
,,373,Azerbaijan,1991,2013,Azeri,1000,37301000,,81867,Regional & urban
,,375,Finland,1946,2013,Swedes,2000,37502000,,7882,Regional & urban
,,404,Guinea-Bissau,1974,2013,Cape Verdean,6000,40406000,,,Urban
,,433,Senegal,1960,2013,Diola,5000,43305000,,7096,Regionally based
,,500,Uganda,1990,2013,Banyarwanda,11030,50011030,50011000,5816,Regionally based
,,404,Guinea-Bissau,1974,2013,Balanta,1000,40401000,,11763,Regional & urban
,,404,Guinea-Bissau,1974,2013,Manjaco,3000,40403000,,4718,Regionally based
,,404,Guinea-Bissau,1974,2013,Papel,5000,40405000,,868,Regional & urban
,,420,The Gambia,1965,2009,Aku (Creoles),6000,42006000,,,Urban
,,434,Benin,1960,2013,Southeastern (Yoruba/Nagot and Goun),2000,43402000,,5458,Regional & urban
,,420,The Gambia,1965,2009,Mandinka,1000,42001000,,5032,Regionally based
,,420,The Gambia,1965,2009,Wolof,3000,42003000,,1659,Regionally based
,,420,The Gambia,1965,2009,Fula,2000,42002000,,1393,Regionally based
,,420,The Gambia,1965,2009,Diola,4000,42004000,,719,Regionally based
,,432,Mali,1960,2013,Arabs/Moors,3000,43203000,,300777,Regionally based
,,434,Benin,1960,2013,Southwestern (Adja),4000,43404000,,3874,Regional & urban
,,481,Gabon,1968,2013,"Mbede (Nzebi, Bateke, Obamba)",4000,48104000,,41979,Regionally based
,,432,Mali,1960,2013,Tuareg,2000,43202000,,260972,Regionally based
,,435,Mauritania,1977,1979,Sahrawis,4000,43504000,,98057,Regionally based
,,481,Gabon,2001,2005,Orungu,5020,48105020,48105000,6453,Regionally based
,,433,Senegal,1960,2013,"Pulaar (Peul, Toucouleur)",2000,43302000,,97174,Regionally based
,,436,Niger,1960,2013,Tuareg,6000,43606000,,589420,Regionally based
,,433,Senegal,1960,2013,Mandingue (and other eastern groups),4000,43304000,,62118,Regionally based
,,450,Liberia,1981,2013,Mano,3080,45003080,45003000,5334,Regionally based
,,433,Senegal,1960,2013,Wolof,1000,43301000,,36203,Regional & urban
,,433,Senegal,1960,2013,Serer,3000,43303000,,10478,Regional & urban
,,434,Benin,1960,2013,"Northern (Bariba, Peul, Ottamari, Yoa-Lokpa, Dendi, Gourmanchéma)",3000,43403000,,68215,Regional & urban
,,434,Benin,1960,2013,South/Central (Fon),1000,43401000,,16354,Regional & urban
,,450,Liberia,1981,2013,Gio,3020,45003020,45003000,5093,Regionally based
,,451,Sierra Leone,1961,2013,Creole,1000,45101000,,,Urban
,,435,Mauritania,1960,1975,White Moors (Beydan),1000,43501000,,878553,Regionally based
,,451,Sierra Leone,2008,2013,Limba,5030,45105030,45105000,5328,Regional & urban
,,435,Mauritania,1960,1975,Haratins (Black Moors),2000,43502000,,878553,Regionally based
,,435,Mauritania,1960,1975,Black Africans,3000,43503000,,17333,Regionally based
,,435,Mauritania,1976,1979,White Moors (Beydan),1000,43501000,,878553,Regionally based
,,452,Ghana,1957,2013,Ewe,2000,45202000,,7210,Regional & urban
,,435,Mauritania,1976,1979,Haratins (Black Moors),2000,43502000,,878553,Regionally based
,,435,Mauritania,1976,1979,Black Africans,3000,43503000,,17333,Regionally based
,,435,Mauritania,1980,2013,White Moors (Beydan),1000,43501000,,878553,Regionally based
,,461,Togo,1960,2013,Ewe (and related groups),1000,46101000,,14185,Regionally based
,,435,Mauritania,1980,2013,Haratins (Black Moors),2000,43502000,,878553,Regionally based
,,435,Mauritania,1980,2013,Black Africans,3000,43503000,,17333,Regionally based
,,436,Niger,1960,2013,Toubou,5000,43605000,,151689,Regionally based
,,436,Niger,1960,2013,Kanouri,3000,43603000,,66299,Regionally based
,,481,Gabon,2001,2005,Nkomi,5010,48105010,48105000,2751,Regional & urban
,,501,Kenya,1963,2013,Mijikenda,7000,50107000,,16363,Regional & urban
,,436,Niger,1960,2013,Djerma-Songhai,1000,43601000,,50969,Regional & urban
,,436,Niger,1960,2013,Hausa,2000,43602000,,46082,Regional & urban
,,501,Kenya,1963,2013,Luo,6000,50106000,,6228,Regional & urban
,,437,Cote d'Ivoire,1960,2013,Northerners (Mande and Voltaic/Gur),3000,43703000,,144855,Regionally based
,,437,Cote d'Ivoire,1960,2013,Kru,2000,43702000,,67713,Regionally based
,,483,Chad,1983,2013,"Zaghawa, Bideyat",2200,48302200,48302000,78742,Regionally based
,,437,Cote d'Ivoire,1960,2013,Other Akans,4000,43704000,,50399,Regionally based
,,437,Cote d'Ivoire,1960,2013,Southern Mande,5000,43705000,,30775,Regional & urban
,,437,Cote d'Ivoire,1960,2013,Baule (Akan),1000,43701000,,28947,Regionally based
,,438,Guinea,1958,2013,Malinke,1000,43801000,,118239,Regional & urban
,,484,Congo,1960,1968,Lari,5040,48405040,48405000,13114,Regionally based
,,438,Guinea,1958,2013,Peul,2000,43802000,,64770,Regional & urban
,,481,Gabon,2006,2013,Myene,5000,48105000,,21312,Regional & urban
,,438,Guinea,1958,2013,Susu,3000,43803000,,38863,Regional & urban
,,482,Central African Republic,1982,2013,Mbaka,6040,48206040,48206000,6649,Regionally based
,,482,Central African Republic,1982,2013,Yakoma,6080,48206080,48206000,770,Regional & urban
,,501,Kenya,1963,2013,Luhya,5000,50105000,,3322,Regional & urban
,,501,Kenya,1963,2013,Kisii,4000,50104000,,2380,Regional & urban
,,510,Tanzania,1964,2009,Mainland Africans,1000,51001000,,881114,Regional & urban
,,450,Liberia,1946,1980,Indigenous Peoples,3000,45003000,,96419,Statewide
,,450,Liberia,1946,2013,Americo-Liberians,1000,45001000,,1332,Regional & urban
,,450,Liberia,1981,2013,Kru,3060,45003060,45003000,,Dispersed
,,450,Liberia,1981,2013,Mandingo,3070,45003070,45003000,28296,Regional & urban
,,450,Liberia,1981,2013,Krahn (Guere),3050,45003050,45003000,9220,Regional & urban
,,451,Sierra Leone,1961,2013,Mende,4000,45104000,,28533,Regional & urban
,,451,Sierra Leone,1961,1967,"Northern Groups (Temne, Limba)",5000,45105000,,22492,Regional & urban
,,451,Sierra Leone,1961,2013,Kono,2000,45102000,,5778,Regionally based
,,451,Sierra Leone,1968,1995,Temne,5060,45105060,45105000,17677,Regional & urban
,,451,Sierra Leone,1968,1995,Limba,5030,45105030,45105000,5328,Regional & urban
,,461,Togo,1960,2013,KabrÃ© (and related groups),2000,46102000,,12639,Regionally based
,,451,Sierra Leone,1996,2007,"Northern Groups (Temne, Limba)",5000,45105000,,22492,Regional & urban
,,451,Sierra Leone,2008,2013,Temne,5060,45105060,45105000,17677,Regional & urban
,,484,Congo,1960,2013,Vili,10000,48410000,,4525,Regionally based
,,484,Congo,1960,1968,Bakongo,5010,48405010,48405000,319,Regionally based
,,452,Ghana,1957,2013,Other Akans,7000,45207000,,123616,Regional & urban
,,484,Congo,1969,2013,Lari/Bakongo,5000,48405000,,13433,Regionally based
,,452,Ghana,1957,2013,"Northern Groups (Mole-Dagbani, Gurma, Grusi)",6000,45206000,,65440,Regional & urban
,,452,Ghana,1957,2013,Asante (Akan),1000,45201000,,25468,Regional & urban
,,452,Ghana,1957,2013,Ga-Adangbe,3000,45203000,,11955,Regional & urban
,,471,Cameroon,1960,2013,Fulani (and other northern Muslim peoples),4000,47104000,,164399,Regionally based
,,471,Cameroon,1960,2013,Beti (and related peoples),3000,47103000,,50632,Regionally based
,,475,Nigeria,1960,2013,Yoruba,6000,47506000,,115989,Regional & urban
,,475,Nigeria,1960,2013,Igbo,2000,47502000,,39871,Regional & urban
,,475,Nigeria,1960,2013,Tiv,5000,47505000,,38952,Regional & urban
,,481,Gabon,1960,2013,Eshira/Bapounou,1000,48101000,,50919,Regionally based
,,475,Nigeria,1960,2013,Ijaw,3000,47503000,,18711,Regional & urban
,,475,Nigeria,1960,2013,Ogoni,4000,47504000,,469,Regionally based
,,481,Gabon,1960,2013,Fang,3000,48103000,,72184,Regional & urban
,,850,Indonesia,1949,1966,Minahasa,11000,85011000,,4248,Regionally based
,,482,Central African Republic,1960,1993,"Northern groups (Baya, Banda, Mandjia, Sara, Goula)",5000,48205000,,313929,Regionally based
,,482,Central African Republic,1960,1981,"Riverine groups (Mbaka, Yakoma, Banziri etc.)",6000,48206000,,8625,Regionally based
,,482,Central African Republic,1994,2013,Baya,5020,48205020,48205000,65665,Regionally based
,,482,Central African Republic,1994,2013,Sara,5070,48205070,48205000,23177,Regional & urban
,,482,Central African Republic,2007,2008,Goula,5090,48205090,48205000,9608,Regionally based
,,483,Chad,1960,1972,Toubou,6000,48306000,,636416,Regionally based
,,483,Chad,1960,1982,Muslim Sahel groups,2000,48302000,,244879,Regionally based
,,483,Chad,1960,2013,Arabs,1000,48301000,,150824,Regionally based
,,483,Chad,1960,2013,Sara,4000,48304000,,77622,Regionally based
,,571,Botswana,1966,2013,Kgalagadi,3000,57103000,,62519,Regionally based
,,483,Chad,1983,2013,Hadjerai,2100,48302100,48302000,29584,Regionally based
,,484,Congo,1960,1991,Batéké,2000,48402000,,47647,Regionally based
,,484,Congo,1960,1976,Mbochi,6000,48406000,,24355,Regionally based
,,484,Congo,1977,2013,Mbochi (proper),6070,48406070,48406000,19892,Regionally based
,,484,Congo,1977,2013,Kouyou,6050,48406050,48406000,4462,Regionally based
,,484,Congo,1992,2013,Bembe,3000,48403000,,2834,Regionally based
,,484,Congo,1998,2013,Batéké,2000,48402000,,47647,Regionally based
,,490,"Congo, DRC",1960,2013,Mongo,4000,49004000,,552740,Regionally based
,,490,"Congo, DRC",1960,2013,Tetela-Kusu,12000,49012000,,552740,Regionally based
,,571,Botswana,1966,2013,Birwa,8000,57108000,,4626,Regionally based
,,580,Madagascar,1960,2009,Côtiers,1000,58001000,,425232,Regional & urban
,,490,"Congo, DRC",1960,2013,Lunda-Yeke,11000,49011000,,492778,Regionally based
,,490,"Congo, DRC",1960,1993,Luba Kasai,5000,49005000,,326251,Regionally based
,,490,"Congo, DRC",1960,2013,Azande-Mangbetu cluster,1000,49001000,,247798,Regionally based
,,490,"Congo, DRC",1960,2013,Tutsi-Banyamulenge,13000,49013000,,35297,Regionally based
,,580,Madagascar,1960,2009,Highlanders,2000,58002000,,129870,Regional & urban
,,590,Mauritius,1969,2013,Marathis,1200,59001200,59001000,,Dispersed
,,590,Mauritius,1969,2013,Tamils and Telugus,1300,59001300,59001000,,Dispersed
,,590,Mauritius,1969,2013,Muslims,2000,59002000,,,Dispersed
,,490,"Congo, DRC",1960,2013,Bakongo,3000,49003000,,157006,Regionally based
,,490,"Congo, DRC",1960,2013,Luba Shaba,7000,49007000,,111801,Regionally based
,,490,"Congo, DRC",1960,2013,Other Kivu groups,10000,49010000,,65914,Regionally based
,,490,"Congo, DRC",1960,2013,Lulua,9000,49009000,,51905,Regionally based
,,590,Mauritius,1969,2013,Creoles,3000,59003000,,,Dispersed
,,590,Mauritius,1969,2013,Black Creoles,3100,59003100,59003000,,Dispersed
,,590,Mauritius,1969,2013,Gens-de-Couleur,3200,59003200,59003000,,Dispersed
,,590,Mauritius,1969,2013,Franco-Mauritians,4000,59004000,,,Dispersed
,,490,"Congo, DRC",1960,2013,Ngbandi,8000,49008000,,32510,Regionally based
,,490,"Congo, DRC",1960,2013,Mbandja,2000,49002000,,26684,Regionally based
,,490,"Congo, DRC",1960,2013,Ngbaka,6000,49006000,,19948,Regionally based
,,490,"Congo, DRC",1994,2013,Luba Kasai,5000,49005000,,163773,Regionally based
,,500,Uganda,1962,1965,"Northerners (Langi, Acholi, Teso, Madi, Kakwa-Nubian, Lugbara, Alur)",9000,50009000,,74937,Aggregate
,,500,Uganda,1962,1989,"South-Westerners (Ankole, Banyoro, Toro, Banyarwanda)",11000,50011000,,48241,Aggregate
,,500,Uganda,1962,2013,Baganda,2000,50002000,,39293,Regionally based
,,500,Uganda,1962,2013,Basoga,4000,50004000,,10040,Regionally based
,,500,Uganda,1966,1971,Asians,1000,50001000,,,Urban
,,500,Uganda,1966,1971,"Northerners (Langi, Acholi, Madi, Kakwa-Nubian, Lugbara, Alur)",9100,50009100,50009000,58587,Aggregate
,,590,Mauritius,1969,2013,Hindus,1000,59001000,,2151,Statewide
,,500,Uganda,1966,2013,Teso,9210,50009210,50009200,16351,Regionally based
,,500,Uganda,1970,2013,Langi/Acholi,9120,50009120,50009100,42220,Regionally based
,,500,Uganda,1970,1985,"Far North-West Nile (Kakwa-Nubian, Madi, Lugbara, Alur)",9110,50009110,50009100,16367,Regionally based
,,500,Uganda,1972,2013,Asians,1000,50001000,,,Dispersed
,,590,Mauritius,1969,2013,Hindi-speaking Hindus,1100,59001100,59001000,2151,Statewide
,,500,Uganda,1980,1985,"Northerners (Langi, Acholi, Teso)",9200,50009200,50009000,56917,Aggregate
,,500,Uganda,1990,2013,"South-Westerners (Ankole, Banyoro, Toro)",11090,50011090,50011000,42411,Regionally based
,,501,Kenya,1963,2013,Kalenjin-Masai-Turkana-Samburu,1000,50101000,,149311,Regional & urban
,,501,Kenya,1963,2013,Somali,8000,50108000,,120251,Regional & urban
,,501,Kenya,1963,2013,Kikuyu-Meru-Emb,3000,50103000,,38585,Regional & urban
,,501,Kenya,1963,2013,Kamba,2000,50102000,,36010,Regional & urban
,,510,Tanzania,1964,2013,Shirazi (Zanzibar Africans),2000,51002000,,3050,Regionally based
,,510,Tanzania,1964,2013,Zanzibar Arabs,3000,51003000,,1603,Regional & urban
,,510,Tanzania,1992,2013,Maasai,4000,51004000,,62202,Regionally based
,,510,Tanzania,2010,2013,Others Mainland (Christians and traditional religions),1010,51001010,51001000,881114,Regional & urban
,,510,Tanzania,2010,2013,Mainland Muslims,1020,51001020,51001000,879512,Regional & urban
,,516,Burundi,1962,2013,Hutu,1000,51601000,,27307,Statewide
,,516,Burundi,1962,2013,Tutsi,2000,51602000,,27307,Statewide
,,517,Rwanda,1962,2013,Hutu,1000,51701000,,25249,Statewide
,,517,Rwanda,1962,2013,Tutsi,2000,51702000,,25249,Statewide
,,522,Djibouti,1977,2013,Afar,2000,52202000,,15947,Regional & urban
,,522,Djibouti,1977,2013,Isaas (Somali),1000,52201000,,5572,Regional & urban
,,530,Ethiopia,1946,2013,Afar,1000,53001000,,75213,Regionally based
,,530,Ethiopia,1946,2013,Oroma,6000,53006000,,330485,Regionally based
,,530,Ethiopia,1946,2013,Somali (Ogaden),8000,53008000,,283704,Regionally based
,,530,Ethiopia,1946,2013,Tigry,9000,53009000,,44960,Regionally based
,,530,Ethiopia,1946,2013,Amhara,2000,53002000,,178264,Regional & urban
,,530,Ethiopia,1996,2013,Anuak,12000,53012000,,15831,Regionally based
,,530,Ethiopia,1996,2013,Harari,5000,53005000,,378,Regional & urban
,,530,Ethiopia,1952,1993,Muslim Eritreans,11000,53011000,,118708,Regionally based
,,530,Ethiopia,1952,1993,Christian Eritreans,10000,53010000,,63733,Regionally based
,,531,Eritrea,2009,2013,Saho,2300,53102300,53102000,10567,Regionally based
,,530,Ethiopia,1996,2013,Other Southern Nations,7000,53007000,,129073,Regionally based
,,530,Ethiopia,1996,2013,Beni-Shugal-Gumez,3000,53003000,,42614,Regionally based
,,531,Eritrea,1993,1999,Other Muslims,2000,53102000,,81691,Regionally based
,,531,Eritrea,1993,2013,Afar,3000,53103000,,21455,Regionally based
,,531,Eritrea,1993,2013,Christians,1000,53101000,,17486,Regional & urban
,,531,Eritrea,2000,2008,Other Muslims,2100,53102100,53102000,69726,Regionally based
,,531,Eritrea,2000,2013,Kunama,2200,53102200,53102000,11964,Regionally based
,,531,Eritrea,2009,2013,Other Muslims,2100,53102100,53102000,59160,Regionally based
,,540,Angola,1975,2013,Ovimbundu-Ovambo,5000,54005000,,291550,Regionally based
,,551,Zambia,1964,2013,Tonga-Ila-Lenje (Southerners),7000,55107000,,121530,Regionally based
,,540,Angola,1975,2013,Lunda-Chokwe,3000,54003000,,268748,Regionally based
,,540,Angola,1975,2013,Mbundu-Mestico,4000,54004000,,181428,Regionally based
,,540,Angola,1975,2013,Bakongo,1000,54001000,,137440,Regionally based
,,540,Angola,1975,2013,Cabindan Mayombe,2000,54002000,,4172,Regionally based
,,541,Mozambique,1975,2013,Tsonga-Chopi,4000,54104000,,166568,Regionally based
,,541,Mozambique,1975,2013,Shona-Ndau,3000,54103000,,91764,Regionally based
,,541,Mozambique,1975,2013,Makonde-Yao,1000,54101000,,10645,Regionally based
,,551,Zambia,1964,2013,Kaonde (NW Province),2000,55102000,,51415,Regionally based
,,551,Zambia,1964,2013,Luvale (NW Province),5000,55105000,,37971,Regionally based
,,551,Zambia,1964,2013,Bemba speakers,1000,55101000,,325349,Regional & urban
,,552,Zimbabwe,1965,1979,Africans,1000,55201000,,391057,Aggregate
,,560,South Africa,1994,2013,Pedi (North Sotho),5310,56005310,56005000,79563,Regionally based
,,552,Zimbabwe,1980,2013,Shona,1200,55201200,55201000,202480,Aggregate
,,552,Zimbabwe,1980,2013,Ndebele-Kalanga-(Tonga),1100,55201100,55201000,102002,Regionally based
,,560,South Africa,1994,2013,San,5900,56005900,56005000,10322,Regionally based
,,565,Namibia,1990,2013,Coloreds,3000,56503000,,,Dispersed
,,552,Zimbabwe,1982,1987,Shona (minus Ndau),1220,55201220,55201200,202480,Aggregate
,,552,Zimbabwe,1982,1991,Ndau (Shona sub-group),1210,55201210,55201200,13600,Regionally based
,,552,Zimbabwe,1988,1991,Shona (minus Manyika & Ndau),1222,55201222,55201220,183387,Regionally based
,,552,Zimbabwe,1988,1991,Manyika (Shona sub-group),1221,55201221,55201220,19090,Regionally based
,,553,Malawi,1964,2013,"Northerners (Tumbuka, Tonga, Ngonde)",3000,55303000,,41008,Regionally based
,,553,Malawi,1964,2013,"Southerners (Lomwe, Mang'anja, Nyanja, Yao)",1000,55301000,,39721,Regionally based
,,620,Libya,1951,2013,Toubou,2000,62002000,,386773,Regionally based
,,553,Malawi,1964,2013,Central (Chewa),2000,55302000,,38205,Regionally based
,,560,South Africa,1946,2013,Asians,2000,56002000,,,Urban
,,560,South Africa,1946,2013,Coloreds,3000,56003000,,,Dispersed
,,560,South Africa,1946,1989,Blacks,5000,56005000,,2048718,Aggregate
,,560,South Africa,1946,1989,Afrikaners,1000,56001000,,488080,Regional & urban
,,560,South Africa,1946,1989,English Speakers,4000,56004000,,68129,Regional & urban
,,560,South Africa,1990,1993,Blacks,5000,56005000,,1221850,Aggregate
,,560,South Africa,1990,2013,Afrikaners,1000,56001000,,427158,Regional & urban
,,560,South Africa,1990,2013,English Speakers,4000,56004000,,8341,Regional & urban
,,560,South Africa,1994,2013,South Sotho,5320,56005320,56005000,nan,Regionally based
,,560,South Africa,1994,2013,Swazi,5600,56005600,56005000,455609,Regionally based
,,560,South Africa,1994,2013,Tswana,5400,56005400,56005000,243403,Regionally based
,,560,South Africa,1994,2013,Xhosa,5200,56005200,56005000,167523,Regionally based
,,560,South Africa,1994,2013,Zulu,5100,56005100,56005000,128231,Regionally based
,,560,South Africa,1994,2013,Tsonga,5500,56005500,56005000,34926,Regionally based
,,560,South Africa,1994,2013,Ndebele,5800,56005800,56005000,28389,Regionally based
,,560,South Africa,1994,2013,Venda,5700,56005700,56005000,21090,Regionally based
,,565,Namibia,1990,2013,Damara,4000,56504000,,283287,Regionally based
,,565,Namibia,1990,2013,Nama,8000,56508000,,283287,Regionally based
,,565,Namibia,1990,2013,"Herero, Mbanderu",5000,56505000,,207616,Regionally based
,,565,Namibia,1990,2013,Mafwe,7000,56507000,,35709,Regionally based
,,565,Namibia,1990,2013,San,10000,56510000,,165749,Regionally based
,,565,Namibia,1990,2013,Ovambo,9000,56509000,,78706,Regionally based
,,565,Namibia,1990,2013,Basubia,2000,56502000,,20402,Regionally based
,,565,Namibia,1990,2013,Whites,11000,56511000,,59788,Regional & urban
,,565,Namibia,1990,2013,Himba,12000,56512000,,49195,Regionally based
,,565,Namibia,1990,2013,Baster,1000,56501000,,14562,Regionally based
,,571,Botswana,1966,2013,Tswana,1000,57101000,,327383,Regionally based
,,571,Botswana,1966,2013,Yeyi,6000,57106000,,26447,Regionally based
,,571,Botswana,1966,2013,Kalanga,2000,57102000,,19725,Regionally based
,,571,Botswana,1966,2013,Tswapong,9000,57109000,,11916,Regionally based
,,571,Botswana,1966,2013,Mbukushu,7000,57107000,,11899,Regionally based
,,600,Morocco,1956,1957,Arabs,2000,60002000,,263010,Regional & urban
,,600,Morocco,1956,1957,Berbers,1000,60001000,,248584,Regionally based
,,652,Syria,1946,2013,Kurds,6000,65206000,,22009,Regionally based
,,600,Morocco,1958,1976,Arabs,2000,60002000,,263010,Regional & urban
,,600,Morocco,1958,1976,Berbers,1000,60001000,,253296,Regionally based
